id,url,base_personality,life_tendency,female_feature,male_feature,love_tendency
1,https://unkoi.com/article/animal_leopard1/,"細かいことにこだわらない大らかな性格の持ち主です。
自分は少し変わり者だと思ってはいるものの、むしろそれを自分の魅力だと思って行動しています。
ファッションも個性的ですが、もともと芸術的センスが高いため、どんな服を着てもスタイリッシュに着こなすおしゃれリーダーです。
独立心旺盛で自分自身が孤独に強いため、他人の気持ちをうまくくみ取ることができない場合があります。
しかし「そんなこともあるさ」という楽天主義で、そもそも悪意がないことから多くの人に注目され、愛されます。
加えてプライドが高く、強い意志と粘り強さを兼ね備えているために、自然とリーダーに祭り上げられることも多いです。","いわゆる大器晩成型の運気といえます。
あらゆる物事に対してコツコツと時間をかけ、粘り強く取り組むことが得意なので、最終的に大きな結果を出すことが多いです。
正義感が強いものの、人との争いは好みません。基本的に相手を尊重し、信頼関係を築こうという姿勢で向き合います。責任感の強さも相まって、周囲には多くの人が常に集います。
何事もじっくり積み上げていくため、若い頃は苦労があるかもしれませんが、年を取るにつれて人脈、信頼、財産、全てがしっかり積み上がっていくことになります。","マイペースで見た目は穏やかですが、その芯の強さは人一倍です。
これと決めたことは意地でも貫こうとし、それが時にはワガママに映る場合もあります。
根本的には他人に優しいのですが、どう表現していいかわからないので誤解を受けやすいともいえます。
恋愛ではセンスと注目度の高さからモテやすいのですが、遊びの恋は苦手です。
恋愛で傷つきたくないという気持ちも強く、なかなか本気で人を愛することができませんが、いったん好きになればどこまでも一途にその愛を貫きます。","個性的な楽天家です。
ちょっと変わっているところが自分の最大の魅力だと考えており、その明るく自信満々なところが実際に人に愛されるポイントになります。
他人のために全力を尽くそうとする優しさがあり、得意の話術で相手の心を解きほぐしますが、人の気持ちにはやや疎いところがあります。
恋愛に関しては理想が高く、「これぞ」という唯一無二の恋愛を求めて彷徨います。
恋多きタイプですが、その人と恋の落ちた瞬間は、本気で運命の相手だと思っているので全力で相手を愛そうと努力する真面目な面もあります。","信頼関係を大切にし、お互いを大切にできる恋愛をします。
人を好きになるまでに時間がかかるので、一目惚れは基本的にはありませんし、自分から恋を求めてガンガン行動することもありません。
むしろ友人、知人の関係からじっくりとお互いを知っていくうちに絆が深まっていくタイプです。
誰かを好きになったとしても早急に関係を進めようとはせず、お互いのペースを大切にしていきます。
素直で、あまり人の心を慮るのが得意ではないため、特に恋愛に関する駆け引きは苦手ですが、そのぶん誠実なので、安心してお付き合いができます。
じっくり関係を深めるぶん、付き合う際にはすでに結婚が視野に入っていることも多いです。"
2,https://unkoi.com/article/animal_leopard2/,"エネルギッシュで自己主張が強い一方で、人当たりの柔らかさを持ち合わせているタイプです。
普段は誰に対しても温和に対応し、とても腰の低い「いい人」な印象を抱かせますが、その内側には情熱が渦巻いています。
そのため、感情の起伏が激しく、時に周囲を振り回してしまうこともあります。普段とのギャップに驚かれるはずです。
また、プライドが高く、理想の自分に向かって日々努力を続けています。
社交的で新しいもの好きのため、多くの情報を持っており、話題の人となることも多いのですが、こまごました根回しが下手なため、それに乗じて周囲から引き立てを受けるのは苦手です。
本当はいつでも誰かに認められたいと思っているのに、なかなかうまくいかずに悶々とすることもあります。","やる気と行動力で成功を勝ち取っていく努力家です。高い理想を掲げ、そのために日夜努力を怠りません。
しかし、プライドが高いことからなかなか満足することができず、理想と現実のギャップに何かと悩まされます。
お天気屋で感情にムラがあり、周囲を振り回すことがありますが、年を重ねるごとに次第に落ち着きが出てきます。若いうちはあれこれ苦労しても晩年は穏やかに過ごせることが多いです。
いち早く新しい情報を取り入れることから周囲に重宝され、また、いつまでも若々しくいることができます。","常に話題性に富むファッションリーダーです。
新しい情報も誰より早く取り入れるので、いつも周りの注目の的です。これと決めたことに対しては粘り強く、情熱を持って取り組むので、当然リーダーになっていきます。
また、他人を説得するための話術はピカイチです。
恋愛に関しては人見知りを発揮することが多く、なかなか親密になれません。しかし、かなりの面食いで、ファッションセンスや見た目がドンピシャな相手にはあっという間に目がハートになります。","人の懐に入り込むのが上手な正直者です。
気さくで人懐こい雰囲気を持つため、周囲はあっという間に気を許していきます。しかしながら素直であるがゆえに好き嫌いがはっきりしており、いわゆる気分屋です。
高い理想を掲げるため、なかなか達成できずに苦しむこともありますが、プライドが高いため弱みは見せません。
恋愛では押しに弱く、「好き」と言われたらなかなか無下にすることができずにお付き合いをしてしまうこともあります。","一途な恋愛をするタイプです。
恋愛に関しては慎重な姿勢を示し、交際を始めるまでに時間がかかります。相手のことをある程度理解できないと安心してお付き合いができません。
また、付き合う時点で結婚を視野に入れているので、ことさら慎重になります。
交際が始まると、面倒見の良さと優しさを発揮して相手に尽くします。
ただし、一途で情熱的な愛は、時として強い束縛を生みます。
普段から愛する人を喜ばせようとして一生懸命心を尽くして頑張りますが、その一途さや情熱を相手からも得たいと考えています。
そして裏切りは絶対に許しませんし、何か疑わしいことがあればとことん追求しようとすることもあります。"
3,https://unkoi.com/article/animal_leopard3/,"積極的で温厚な性格の持ち主です。
穏やかでクールな雰囲気を漂わせ、パッと見ると思慮深く、落ち着いている人だと思われることが多いです。
しかし、内面は直感的でフットワークが軽く、気が向くままに行動するタイプといえます。
また、人懐っこく、周りの人とも気さくに交流するなど親しみやすいタイプです。
一方で、深く物事を分析したり、考えたりするのは苦手かもしれません。また、見た目以上に頑固で負けず嫌いです。
本当は相手の言葉に一理あると思いながらも周りの言葉に耳を貸さずに、自分の意見を押し通してしまうことも多く、後からクヨクヨと悩んでしまうことがあります。","インスピレーションが鋭く、ひらめきを重視する行動派です。ピンときたらフットワークの軽さでチャンスを素早くキャッチします。
失敗することも多いですが、持ち前の行動力と柔軟さで対応しながら着実に成功を掴むことができます。
ただし、負けん気が強く、意地っ張りなところがあり、周りの意見を聞かずに突っ走ってしまいがちです。
また、大人びて見えるからこそ周りから誤解されやすく、外見と内面のギャップやプレッシャーに人知れず悩んでしまうことも多いです。
自分の弱みを素直に認め、物事をじっくり考えることが人生の課題といえます。","上品でおっとりとした雰囲気を持ち、年齢よりも上に見られたり、落ち着きがあり思慮深いタイプだと思われたりすることが多いです。
しかし、内面は勝ち気で負けず嫌い。周りの人の言うことを聞かずに自分の意見を押し通すなど、良くも悪くも強い芯を持っています。
外見と内面のギャップのせいで「周りからなかなか理解されない」と感じることも多いのではないでしょうか？
対人関係でも誤解されることが多く、求められる自分と本当の自分の差に悩んでしまうなど、揺らぎやすい一面があります。
自分でも掴みどころがない……それが女性の落ち込みの激しい黒ひょうの特徴といえます。","物腰が柔らかく、クールで紳士的な雰囲気を持つタイプです。
とても頑張り屋で真面目、独立心が強く、大きな目標を立てて人生を全力で突き進んでいきます。
また、直感や想像力が豊かなのも特徴で、斬新なアイデアやインスピレーションでチャンスを手に入れることが得意です。
夢や理想を信じてまっすぐに努力していく性格は、周囲を明るく照らし、勇気づけるはずです。
一方で、フットワークが軽すぎるあまり「ちゃんと考えていないのでは？」と周囲から不安を抱かれてしまう傾向があります。
決断が早いのは良い面ですが、もう少しじっくり考えてから行動すると良いでしょう。","恋愛においてクールで受け身に見えますが、実はなかなか情熱的です。
好きな人ができると、積極的に声をかけたり、ストレートに自分の気持ちを伝えたり、積極的に行動します。
熱い情熱を持つ割にさっぱりしているのも特徴で、告白した結果フラれたとしても根に持つことはなく、その後も友達として気さくに接するタイプです。
交際が始まると、いろんな場所へ出かけてみたり、記念日を盛り上げたり、持ち前のサービス精神と愛情で楽しませようと頑張ります。
やや気まぐれでワンマンなところがありますが、誠実に愛情を深めることができます。
なお、浮気は絶対に許さないタイプです。信頼を裏切られたと感じたら、猶予なくキッパリと別れを選択するはずです。"
4,https://unkoi.com/article/animal_leopard4/,"優しく素直な性格で、穏やかな雰囲気を持つタイプです。上品で静かにニコニコとしているような、おっとり型に見られることが多いです。
しかし、内面は細かく神経質、頭の回転も速く、時代を先取りするセンスの持ち主。特に芸術的な感性が抜群に良く、美しいものや価値があるものを見極める能力に長けています。
根はとても真面目で、相手の善意を疑わない純粋な心を持っていますが、人見知りが激しく、初対面の人と話したり、大勢の中に自分から飛び込でいったりするのは苦手です。
親しくなるまでどうしても時間がかかってしまうこと、そして自由主義で気まぐれに行動することが多いため、対人関係で苦労する傾向があります。","波乱万丈な人生を送る傾向があります。
感受性が豊かで頭の回転が速く頭脳明晰、物事の本質を素早くキャッチできるため、着眼点や考え方が周りと少し違います。
たとえば、穏やか安定した生活を送ることも大切だとわかっていますが、それより「成長したい」「進化したい」という欲求で動くことが多いです。
保守に入らず攻めの姿勢を取るため、ちょっと変わった仕事に就いたり、引っ越しや結婚・離婚を繰り返したり、何かと変化が多い人生を送る可能性が高いです。
しかし、無謀なチャレンジや行き当たりばったりではなく、先が見えてしまうからこそ行動に移す、というポジティブなイメージです。
様々なドラマがあったな…と思える、豊かな人生を送ります。","芸術的なセンスが抜群で、自分を素敵に魅せることが得意です。
もともと容姿が整っていることも多く、オシャレで立ち振る舞いもとても品があり、まるで上流階級のお嬢様のような雰囲気を漂わせています。
性格は好き嫌いがはっきりしているため、ワガママと思われることが多いかもしれませんが、根は素直で真面目です。頭の回転も速く、物事を素早く理解する能力に長けています。
ただ、気まぐれで自由主義、人から束縛されるのが苦手です。悪気なく相手を振り回してしまうことがあるなど、良くも悪くも小悪魔的な魅力があります。","線が細くスタイリッシュな雰囲気の持ち主です。
人当たりが良く、誰に対してもフラットで気さくな対応をするため、多くの人から親しみを抱かれます。
ちょっと人見知りなところもありますが、そんなところも「守ってあげたい」と思わせるなど母性本能をくすぐります。
良くも悪くも周りから親しまれる、人畜無害なタイプといえます。
内面は頭脳明晰で細かいことにもよく気がつく、しっかり者です。優柔不断ですが、物事の本質を掴むのが上手なので、ミスも少なく仕事も学業も得意です。
ふんわりタイプに見えるのに意外とデキる、というギャップが魅力です。","相手に安心感を与えたり、保護本能をくすぐったりすることが多く、比較的モテます。
しかし、人見知りしやすい性格なので、恋愛経験は少なめです。心から好きな人と信頼関係を深めながら、誠実に愛情を育んでいくことを望みます。
お付き合いが始まると、恋人を喜ばせるために関係を盛り上げようと努力します。
ただし、信頼関係は大切にしますが、相手からの束縛や窮屈な関係は苦手です。
「いつも一緒に過ごしたい！」という感じではなく、自分の趣味を楽しんだり、友人を優先させたりと、お互いのプライベートも尊重しながら適度な関係を好みます。
なお、心のガードはやや緩く、押しに弱い面があります。信頼関係をしっかり築くことが浮気防止のポイントです。"
5,https://unkoi.com/article/animal_leopard5/,"義理人情に厚く誠実な性格の持ち主です。
とても優しく博愛的ですが、「人のため！」と頑張りすぎず、自分を含めて公平にバランス良く動くことができる人です。
視野が広くて包容力があり、フットワークも軽いので、周囲から頼られることが多いです。
しかし、やたらと自分の世界に踏み込まれるのは苦手で、「人は人、自分は自分」としっかりした距離感を持っています。
たくさんの人から親しまれますが、本当に心を許すのは少数。人当たりは良いけれど意外とミステリアス、交友関係も狭い傾向にあります。
スキルでは色彩や美に対するセンスが抜群です。湧き上がったアイデアや理想を追いかけ、現実に落とし込むことに熱中するアーティストタイプでもあります。","夢や理想に向けて常にチャレンジし続けます。
想像力が豊かで、頭の中はいつも夢やアイデアでいっぱいなので、じっとしているのが苦手で、思いついたらすぐに実行しないと気が済みません。
他の人が「無理だ」と思うようなことでも、広い視野と抜群の行動力でらくらく飛び込んでチャンスを掴み取ります。
安定よりも好奇心や情熱を優先してしまところがあるため、生活が安定するまで時間がかかるかもしれません。
しかし、前向きな姿勢だからこそエネルギッシュで希望に満ちた人生を送ることができます。","とても素直で献身的なタイプです。
外見は美的センスがありおしゃれな人が多く、相手に警戒心を感じさせない愛嬌や柔らかな雰囲気の持ち主です。
穏やかで、自分の利にならないとしても相手のために尽くそうとする献身的な性格で、人から親しまれます。
しかし、あまり干渉されることを好まない割に、相手には自分の意見を率直に伝えすぎてしまうため「結構、押しが強い人かも？」と思われることがあります。
親切心でも動きすぎてしまわないよう、他者とのバランスに気をつけたほうが良いかもしれません。","素直でマイペースなタイプです。
雰囲気は控え目ですが清潔感があり、さりげないおしゃれが得意な草食系タイプ。心根が優しく、損得勘定ではなく人情で人と接する義理堅い性格です。
しかし、自分と相手の距離感を大切にしており、必要以上に踏み込んだり、自分の世界に踏み込まれたりすることを嫌います。
また基本的に我が道を進むタイプで、何事も自分の力で最後までやり遂げたいという気持ちが強いのも特徴です。
人当たりは良いのですが交友関係は狭く、気の合う仲間と過ごすことを好みます。","恋愛において、追いかけられるより追いかけたいタイプです。
人当たりが良く優しいので、異性から好意を抱かれることが多く、実はかなりモテます。好きな人には自分からアプローチをかけていくので、恋愛のチャンスは多いです。
しかし、自分の世界にむやみに踏み入られることは好まないので、軽はずみに交際に発展することはありません。「この人が好きだ」と思った人としっかり向き合い、誠実に交際を進めていきます。
お付き合いでは、駆け引きなどはせず真っ向勝負、誠実な付き合いを求めるあまり、早い段階から将来のことを考えることも多いです。
ただし、自分の考えを相手に押し付けてしまう傾向があるので注意が必要です。"
6,https://unkoi.com/article/animal_leopard6/,"礼儀正しく、落ち着いた性格の持ち主です。
口数は多くありませんが、温厚な性格で義理人情が厚く、周りの人をとても大切にします。
人の気持ちを察することがうまく、周囲をよく見て必要なサポートをさりげなく行うことができる気配り上手。しかし、決して見返りを求めないその献身性が多くの人を魅了します。
物事に対しては慎重なところがあり、よく考えてから行動に移すので、ケアレスミスが非常に少ないです。
しかし直感力に優れているため、論理的な思考よりもピン！　ときたほうを選ぶ傾向があります。
その場の思いつきで動くことが多いですが、それで思わぬトラブルに巻き込まれても心理を見抜く直感力で解決策をひらめくことができます。","持ち前の鋭い勘で人生を切り開いていきます。
普段は物静かですが、いざという時はひらめきやその時の気分、好き嫌いなどの感覚で重大な決断を下す大胆さもあります。
インスピレーションが鋭いのは武器の1つですが、そちらに頼るあまり、客観的な分析や論理的に見立てていく作業は苦手なところがあります。
そのため、複雑な計算や緻密な作業よりも、自由な発想力を存分に活かせる環境のほうが才能を伸び伸びと開花させることができます。
また、束縛を嫌う黒ひょうは自然と人に好かれるタイプのため、交際範囲が広くなる傾向があります。大きなチャンスも、自ら掴むより人からもたらされることが多いといえます。","いくつになっても少女のような天真爛漫さがあり、その明るさで多くの人を魅了します。
交友関係も広く、多くの人と様々な交流を楽しみ、いつもたくさんの人に囲まれているイメージです。
また、感性が豊かなため、とてもおしゃれで、雑誌に載っているファッションのような最新の流行を意識したコーディネートに身を包んでいます。
いつもおしゃれな束縛を嫌う黒ひょうの女性に、密かに憧れを抱いている人も少なくありません。
理性と感情の調和も安定しており、周りの人から多くのものを得て幸せな人生を送る人が多いですが、人生の前半と後半で生き方がガラリと変わる可能性を秘めています。","マナーを大切にする物腰柔らかな人です。
穏やかですが意外と肉体派で、体を動かして得た知識や経験、結果だけを信じるパワフルなタイプです。
また、ほんわかしているようで抜け目がなく、駆け引きも得意。大事な商談やチャンスはタイミングを見計らい、決して取り逃がしません。
さらに、交渉スキルも高く、反対意見を持つ人を納得させるくらいの話術を持っています。とはいえ、基本優しい性格なので自己利益のためだけに動くことはなく、人からの頼み事は断らないなど義理人情に厚い一面もあります。","恋愛に対しても真面目で誠実に向き合うタイプです。
優しくておしゃれな束縛を嫌う黒ひょうを慕う人は多いためモテますが、決して遊びの恋はしません。
逆に古式ゆかしいところがあり、お付き合いをするなら当然本気の恋、いわば結婚前提の真剣交際くらいの心づもりで向き合います。
恋愛にそれほど真剣に向き合っているため、相手選びにはかなり慎重。控えめなタイプなので、自分からは最初の一歩がなかなか踏み出せない人も少なくありません。
しかし、一度お付き合いを始めたら一途に相手を愛し尽くすので、関係が長続きする傾向があります。
好きなタイプは、自分と同じおしゃれ好きの人や、同じ道徳観を持つ品行方正な人です。"
1,https://unkoi.com/article/animal_lion1/,"堂々と落ち着いた佇まいと品格、そして高い自尊心の持ち主です。
たとえ乗り越えるのが難しい壁に阻まれても、決して弱音を吐かず、目標に向かって力強く進んでいきます。
完璧主義かつ負けず嫌いな性格が、強靭な粘り強さを生んでいます。
そんな我が道を行くライオンは、まさに生まれながらリーダーとしての素質を兼ね備えているといっても良いでしょう。
ストイックなため自他ともに厳しいところがありますが、細かいところまで気がつくので、言い換えれば最高の指導者ともいえます。
そんな力強い我が道を行くライオンですが、実は口数が少なく、本心をあまり語りません。独立心が強く、他人に頼らず、自分の力で何でも成し遂げようとします。","その能力の高さと完璧主義の思考によって、人並み以上の成果を上げる人生を送る可能性が高いです。
向上心も強いため、どれだけ周りから褒められても慢心せず、より高みを目指して切磋琢磨を続けます。
そのため年を重ねるごとにスキルや知識は増し、より大きなことを成し遂げる人も少なくありません。
プライドも高く、一度始めたことは何があっても最後までやり切ろうとするので目標達成率は誰よりも高いです。
ただ、言い換えれば意固地になってしまう一面があるため、「何を目標に選び取るか」次第で泥沼にはまってしまう恐れも。
場合によっては、　目標を切り替えたり、他人の言葉に耳を傾けたりする柔軟さを持てば、さらに運気が上向きになります。","仕事熱心なキャリアウーマンタイプです。
控えめな性格で穏やかにニコニコしていますが、実は周囲への警戒心が人一倍強く、いつも気を張っていることが多いです。
そのため1人でいるほうが気楽で好ましく、どこか「自分は普通の人とは違う」という自覚を持っています。
しかし、人一倍情熱的で、仕事や興味のあることに対してはとことん突き詰めていきます。
多少のことにはへこたれず、何度もチャレンジしていく力強い姿に、厚い信頼を寄せている人も少なくないはず。
仕事に打ち込むタイプですが、そのぶん恋愛や結婚が二の次になってしまうきらいがあります。","礼儀正しく真面目なタイプです。完璧主義者で、決して他人に弱みを見せない高潔なプライドや意志の強さを持っています。
独立精神が旺盛で、「自分の手でやりたい」という気持ちが人一倍強く、時には他人からのサポートも突っぱねてしまうことも。
堂々とした威厳ある姿と行動力はリーダーや上司にうってつけですが、自分の思うままに進んでいくさまは時にワンマンととらえられてしまうことも。
ただ、本来の我が道を行くライオンの男性は社交性も高いので、頼もしいリーダーとして周囲の人に頼られることが多いといえます。","恋愛でも慎重なタイプです。警戒心が強く真面目で礼儀正しいので、相手のマナーや振る舞いなど、人となりをきちんと観察して判断します。
また、たとえ好きな人ができても自分の気持ちを明かすのが怖く、関係が進展するまでに時間がかかります。
それは、我が道を行くライオンにとって、恋愛はその場限りの遊びではなく、結婚など将来に繋がるものだと考えているためです。
そのため、「この人なら」と一度心を許したパートナーには一生尽くし、絶対に裏切りませんが、相手にも同じだけ誠実でいてくれることを強く望みます。
我が道を行くライオンは、恋愛でも主導権を握りたいタイプなので、それを理解してついてきてくれる人だと相性が良いです。"
2,https://unkoi.com/article/animal_lion2/,"責任感が強い真面目な性格で、包容力を持つリーダータイプです。
頼りがいがあって周囲から慕われていますが、かといってグイグイいくタイプではなく、争いを好まない平和主義で、謙虚で穏やかな振る舞いで人と接します。
損得勘定抜きで人のため社会のために行動できるので、多くの人に尊敬されています。
一見立派に見える統率力のあるライオンですが、実は内面では繊細で警戒心が強く、人見知り。
うまく本心を隠しているので気づかれにくいですが、実際は他人と打ち解けるのに時間がかかります。
新しい環境にもなかなか馴染めませんが、慣れてくると本来のリーダーシップを発揮し、徐々に力強い発言がでてくるようになります。","表のリーダーシップと、裏の頑固で警戒心の強い二面性をいかに理解し、うまく付き合っていくかで生き方が変わります。
もともと平和主義で、人々を導く統率力も備わっていますが、実はとても頑固。笑顔でうなずいていても内心納得しておらず、ただ聞き流しているだけということも。
いわゆる融通の利かない職人気質なところがあり、人との距離感の取り方や馴染み方で苦労をするタイプです。
そのため人生で度々生きづらさを感じることがありますが、自分のそうした内面を理解し、柔軟性や大胆さを身につければ、若いうちから世界が広がり、成功しやすくなります。","人見知りの持続型タイプです。
警戒心が強く、何事も最初は出しゃばらず、受け身の姿勢に。しかし、その場に馴染み出すと徐々に自己主張をはじめ、やがてリーダーシップを発揮するようになります。
いわゆる大器晩成型タイプで、本領を発揮するまでじっくり時間をかける人です。
また、保守的なところがあり、伝統や過去を大切にします。それらをリスペクトしつつ、そこから新しいものを生み出す、温故知新の考えを持っています。
仕事においては冷静沈着で、トラブルが起きても慌てず状況を分析し、チーム全員が納得する解決策を見出すのが得意です。","力強くチームを引っ張るリーダータイプです。
基本的に物腰が柔らかく謙虚ですが、折れない強い芯を持っており、いざという時には権威を持ってチームを率いていきます。
男女ともに几帳面で警戒心の強いところもありますが、女性と違うのは、重要な判断を下せる決断力と、未知の領域に飛び込む度胸が備わっているところ。
どんなトラブルや困難にも負けず立ち向かっていく度量があり、それが一層周囲の人の心を惹きつけ、「この人についていこう」という気持ちにさせます。","誠実で礼儀正しく、さらに力強いリーダーシップがあるため、異性からとてもモテるタイプです。
しかし、統率力のあるライオン自身が、警戒心が強いこともあり、あまりグイグイ来られると引いてしまい、怖いとすら思ってしまうことも。そのため、統率力のあるライオンにとっては、モテることはそれほどメリットではないといえます。
また、完璧主義者のため、自分の理想のパートナー像がしっかりあります。どれだけ言い寄られても自分の理想像を妥協することはなく、たとえお付き合いまで進んでも、相手に幻滅をしたら早々に別れてしまうことも。
しかし、一度「この人」と決めた相手には大切に尽くし続け、長く安定したお付き合いになります。"
3,https://unkoi.com/article/animal_lion3/,"正義感が強く堅実な性格で、自分が信じる道に向かってパワフルに突き進む、強さと勇気を持っています。
裏表のないさっぱりとした性格で、ありのままの自分を率直に表現する一方で駆け引きや社交辞令が苦手です。
プライドが高く負けず嫌い、競争心がとても強く、一番ではないと気が済まないところがあります。
また、自立心が強く、難しい問題にぶつかっても誰にも頼らず自分だけの力でやり遂げようとするなど、ストイックで意地っ張りなところがあります。
しかし、心を許せる友人の前では、ユーモアやお茶目な一面を見せるなど可愛らしい一面もあり、憎めないタイプです。
トラブルメーカーになりやすいですが、頼りがいのあるリーダーとして活躍することも多いです。","高いステータスを手に入れ、大勢の人をまとめるリーダーとして活躍する人生を歩みます。
「人に後れを取りたくない」という気持ちがとても強く、何事も自分が優位に立っていないと気が済みません。
しかし、生真面目な性格なので決してズルいことはしませんし、ひたむきな努力と向上心で失敗と成功を積み重ねながら成功への道を歩みます。
勝ち気な性格なので人と衝突することも多いですが、公平な視点で物事を見るなどバランス感覚にも優れています。
周囲から頼りにされ、必然的にリーダーとして強い存在感を発揮します。","神経質でプライドが高いタイプです。
外見は目鼻立ちがはっきりしていたり、目力が強かったり、人に強い印象を与えることが多いです。
性格は表面的には社交的で腰が低く、人に対して謙虚に振る舞いますが、本当はかなりプライドが高く勝ち気です。「負けたくない」という気持ちが強く、常に理想を目指して努力を重ねます。
根は素直でさっぱりとした性格ですが、喜怒哀楽が激しく感情的になりやすいのが特徴です。
ネチネチしていないのですがコロコロ気分が変わるため、女性の感情的なライオンに慣れないうちは振り回されることがあります。","プライドが高く負けず嫌いです。
雰囲気は明るく自信たっぷりという印象で、オシャレや持ち物にこだわる傾向があります。
性格は自尊心が強く頑固ですが自分を抑える傾向が強く、他人に対してとても気をつかいます。
しかし、お世辞や社交辞令が苦手で、悪気なく本音をポロっと言ってしまうことが多く、世渡り下手なところがあります。ただ、その素直なところが人に好かれる面でもあります。
また、自立心が強く意地っ張りながらも親しい人の前では甘えて見せるなど、可愛らしい一面があります。","好きになったら積極的に声をかけていくタイプです。
表面的には自分を抑えようとするところがあるため、あまり恋愛に興味がなさそうに見えます。しかし、内面はかなり惚れっぽく、パッと見た瞬間に恋をしてしまうことも多いです。
気になる人にはクールを装いながら接近し、コミュニケーションを取りながら親密度を深めていきます。
交際後も情熱は変わらず、サービス精神たっぷりに愛を深めていきますが、主導権を握りたがる傾向があるため、自己中心的な恋になりやすいです。
なお、根が真面目で正義感が強いため、浮気やいい加減な付き合いはせず誠実な関係を求めていきます。相手の裏切りにも厳しい判断を下します。"
4,https://unkoi.com/article/animal_lion4/,"穏やかでおっとりした性格ですが、強い芯を持つタイプです。楽天的で細かいことにくよくよしない、明るい雰囲気の持ち主です。
頭の回転も速く、テキパキと決断していくので、周りからは「分別がある人」「物分かりが良い人」だと思われることが多いです。
しかし、良い意味で自分の考えは曲げない頑固者で、一度決めたことは何があっても貫き通すなど人一倍強い信念があります。
内面は、とてもプライドが高く自立心が旺盛です。しかし、実は「人に甘えたい」という欲求も強く、心の中で葛藤があります。
人目を気にするところがあるのでプライドが勝つことが多いですが、心を許した人の前では抑えていた欲求が爆発することもあり、相反する二つの面を持っています。","堅実な人生を歩む傾向があります。
向上心が高く、常に目標に向かって自分を磨き続ける傷つきやすいライオンは、こだわりが強いせいか、物事の変化や柔軟に対応することが苦手です。
そのため、一度決めた道やキャリアに対して時間をかけて進むことも多く、基本的には安定志向です。自分のスキルを磨きながら、コツコツと地盤を築き上げていきます。
逆境になっても簡単にへこたれることはありません。持ち前の粘り強さと負けず嫌いで、地道に努力していきます。
ただ、意地っ張りなところがあるため、孤独を感じている傾向があります。","強い信念と柔軟な精神の持ち主です。
ふんわりと柔らかい雰囲気の中にビシッと強い「芯」を持つ女性の傷つきやすいライオンは、そのギャップがとても魅力的です。
礼儀やマナーにも厳しく、立ち振る舞いが美しいのも特徴です。
自立心と行動力があり、周りに頼ることなく自分の力で人生を切り開いていこうと果敢にチャレンジしていきます。
ストイックな性格で、目標達成のためなら寝食を削ってでも成果を上げようとするなど、完璧主義な一面がありますが、頑張りすぎて身体を壊してしまうことがあるので要注意です。","安定志向が強く、とても生真面目なタイプです。
物腰柔らかでおっとりとした雰囲気があり、誰からも好かれる愛嬌があります。
礼儀正しく誠実、困っている人がいると見過ごすことができない優しさがありますが、権威にこだわる傾向があり、ルールや秩序にも厳しく上下関係にもこだわるタイプです。
理想の生き方を目指してストイックに突き進んでいきます。
のんびり屋に見えて意外とチャレンジャーで好奇心が旺盛です。意外な一面を見せることも多く、ギャップとユニークな魅力の持ち主といえます。","好きな人とはときめきよりも信頼し合える関係を望みます。
気配り上手で優しい傷つきやすいライオンは、揺るがない芯の強さとおっとりとした雰囲気が魅力で異性からモテることが多いです。
黙っていても周りから声をかけられることも多く、恋のチャンスに困らず、若いうちから恋愛経験が多い傾向があります。
しかし、秩序や礼儀を重んじる性格なので、遊びで付き合うことはしません。すべての恋愛に誠実に向き合い、全力投球で相手と向き合います。
交際では思いやりを大切にしながら、お互いに労わり合える優しい関係を目指しますが、いつも一緒にいることはあまり好みません。離れていても信頼で結ばれている、そんなお付き合いを好みます。"
